plr_type,plr_median,plr_confidence_low,plr_confidence_high,length_years_rounded,power_dc,pv_climate_zone,technology1,technology2,type_mounting,tracking
sensor,-0.6,-1.03,-0.13,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.3,-0.83,0.07,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.63,-1.04,-0.17,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.89,-1.22,-0.48,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.65,-1.23,-0.12,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.65,-1.12,-0.22,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.46,-0.88,0.08,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.33,-0.7,0.14,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.43,-0.85,-0.08,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.7,-0.93,-0.15,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.43,-0.76,0,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.27,-0.63,0.13,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.37,-0.74,-0.1,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.25,-0.58,0.19,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.59,-0.97,-0.16,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.47,-1.05,-0.05,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.19,-0.6,0.13,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.16,-0.72,0.1,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.1,-0.48,0.52,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.81,-1.18,-0.36,5,0.5-2 MW,T5,Unknown,Unknown,Ground,FALSE
sensor,-0.31,-0.46,-0.21,6,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.39,-0.56,-0.24,6,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.39,-0.55,-0.22,6,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.47,-1.34,0.45,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.78,-1.19,-0.37,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.93,-1.34,-0.34,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.32,-0.82,0.01,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.77,-1.38,-0.37,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.3,-1.71,-0.94,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.47,-0.88,0.04,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.87,-1.33,-0.27,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.48,-0.93,-0.09,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.85,-1.4,-0.4,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.46,-0.97,-0.08,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.27,-1.84,-0.72,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.58,-0.96,-0.2,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.87,-1.28,-0.45,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.38,-0.67,0.03,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.26,-1.57,-0.97,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.18,-1.7,-0.78,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.55,-1.14,0.01,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.35,-0.84,0.08,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.81,-1.49,-0.32,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.59,-1.11,0,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.57,-0.88,-0.18,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.64,-1.17,-0.44,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.9,-1.36,-0.3,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.5,-0.97,-0.03,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.27,-0.94,0.2,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.66,-1.11,-0.33,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.35,-0.87,0.14,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.59,-1.03,-0.19,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.64,-0.9,-0.08,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.44,-0.88,-0.11,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.74,-1.05,-0.23,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.76,-1.12,-0.35,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.84,-1.37,-0.43,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.21,-0.61,0.28,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.79,-1.17,-0.43,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.48,-0.93,0.03,3,0.5-2 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.1,-1.5,-0.74,8,< 0.5 MW,T4,mono-Si,Al-BSF,Roof,FALSE
sensor,-1.28,-1.76,-0.63,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.93,-2.28,-1.44,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,0.03,-0.61,0.45,2,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.48,-1.8,-1.09,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.81,-2.24,-1.5,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,0.22,-0.21,0.71,2,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.59,-0.82,-0.4,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.6,-0.82,-0.41,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.67,-0.94,-0.48,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.21,-1.42,-1.04,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.05,-1.28,-0.78,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.84,-1.04,-0.64,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.23,-0.5,0.02,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.02,-1.49,-0.41,7,< 0.5 MW,T2,mono-Si,n-SHJ,Roof,FALSE
sensor,-0.57,-1.3,0.07,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.1,-1.6,-0.71,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.82,-1.44,-0.48,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.16,-1.59,-0.55,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.66,-2.03,-1.13,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.19,-1.5,-0.78,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.84,-1.32,-0.25,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.98,-1.46,-0.3,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.35,-1.79,-0.98,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1,-1.58,-0.38,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.5,-1.66,-1.31,4,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-1.54,-1.79,-1.33,4,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-1.58,-1.82,-1.33,4,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-1.11,-1.49,-0.82,4,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-1.76,-2.08,-1.46,4,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
sensor,-1.23,-1.35,-1.03,4,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
nsrdb,-1.25,-2.21,0.76,2,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-1.49,-2.51,0.1,2,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
sensor,-0.61,-0.74,-0.54,5,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.13,-0.34,0.01,5,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.85,-0.97,-0.74,5,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.37,-0.52,-0.26,5,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.59,-0.75,-0.45,5,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.46,-0.57,-0.36,5,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.42,-0.61,-0.17,5,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.9,-1.04,-0.73,5,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.1,-1.35,-0.85,8,< 0.5 MW,T6,multi-Si,Al-BSF,Roof,TRUE
sensor,-1.06,-1.31,-0.83,8,< 0.5 MW,T6,multi-Si,Al-BSF,Roof,TRUE
sensor,0.46,0.13,0.75,7,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
sensor,-1.51,-1.83,-1.11,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.26,-0.62,0.13,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.56,-1.13,-0.02,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.6,-1.84,-1.15,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.43,-0.75,-0.14,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-3.66,-4.13,-3.15,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.21,-1.5,-0.89,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-2.39,-3.21,-1.92,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.76,-2.68,-1.08,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.91,-1.55,-0.27,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-2.17,-2.89,-1.59,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.82,-1.63,-0.28,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-2.32,-2.96,-1.66,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.64,-2.36,-1.2,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-3.48,-4.02,-2.89,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.62,-2.25,-1.07,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.99,-2.49,-1.24,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.37,-1.68,-0.98,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.11,-1.35,-0.81,3,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.04,-1.23,-0.9,3,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.15,-1.36,-0.9,3,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.01,-1.28,-0.78,3,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.89,-1.02,-0.76,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.51,-0.73,-0.31,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.43,-0.61,-0.29,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.44,-0.63,-0.31,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.9,-1.04,-0.73,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.52,-0.69,-0.32,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.83,-0.99,-0.63,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,0.35,-0.03,0.95,5,0.5-2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.36,-0.73,-0.12,3,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.7,-0.91,-0.42,3,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.67,-0.93,-0.48,3,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.14,-0.71,0.3,7,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
clearsky,-0.73,-1.02,-0.38,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
clearsky,-1.5,-1.81,-1.19,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
clearsky,-1.73,-1.95,-1.42,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
clearsky,-1.25,-1.49,-0.98,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
clearsky,-0.88,-1.25,-0.65,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
clearsky,0.16,-0.21,0.6,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
clearsky,-0.08,-0.49,0.3,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
clearsky,-0.74,-1.21,-0.18,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
clearsky,-0.41,-0.68,-0.17,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
clearsky,0.06,-0.27,0.45,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
clearsky,-0.43,-0.74,0.02,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
clearsky,-0.8,-1.18,-0.53,3,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.32,-2.51,-0.33,4,> 2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
sensor,-1.11,-1.33,-0.92,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.09,-1.37,-0.88,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.1,-1.37,-0.93,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.41,-1.64,-1.18,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.49,-1.66,-1.36,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.07,-1.28,-0.86,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.83,-1.05,-0.58,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.75,-1.92,-1.58,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.89,-1.2,-0.55,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.06,-1.2,-0.83,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.45,-1.7,-1.22,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.14,-1.39,-0.91,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.88,-1.26,-0.55,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.37,-1.54,-1.19,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.06,-1.21,-0.86,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.01,-1.27,-0.77,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.47,-1.66,-1.27,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.24,-1.41,-1.05,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.22,-1.35,-1.05,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.11,-1.35,-0.65,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.27,-1.44,-1.04,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.18,-1.32,-1.01,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1,-1.2,-0.83,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.14,-1.36,-0.98,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.08,-1.26,-0.88,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.21,-1.41,-1.02,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.17,-1.35,-1.04,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.45,-1.59,-1.29,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.05,-1.25,-0.88,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.3,-1.47,-1.1,5,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
clearsky,-0.68,-0.98,-0.42,8,,T6,multi-Si,Al-BSF,Ground,TRUE
clearsky,-0.35,-0.67,-0.04,8,,T6,multi-Si,Al-BSF,Ground,TRUE
sensor,0.3,-0.11,0.76,6,0.5-2 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,-1.23,-1.58,-0.73,4,> 2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,0.3,-0.03,0.78,4,> 2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.29,-0.77,0.13,4,> 2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.37,-1.09,0.3,4,> 2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,0.13,-0.35,0.64,4,> 2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.39,-0.95,-0.03,4,> 2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.32,-1.39,1.72,3,0.5-2 MW,T3,mono-Si,PERC,Ground,FALSE
sensor,0.35,-0.56,1.49,3,0.5-2 MW,T3,mono-Si,PERC,Ground,FALSE
sensor,-0.43,-1.35,1.14,3,0.5-2 MW,T3,mono-Si,PERC,Ground,FALSE
sensor,0.44,-0.66,2.08,3,0.5-2 MW,T3,mono-Si,PERC,Ground,FALSE
sensor,0.62,-0.86,2.52,3,0.5-2 MW,T3,mono-Si,PERC,Ground,FALSE
sensor,0.33,-0.72,1.81,3,0.5-2 MW,T3,mono-Si,PERC,Ground,FALSE
sensor,-0.16,-0.92,1.38,3,0.5-2 MW,T3,mono-Si,PERC,Ground,FALSE
sensor,0.93,0,2.38,2,0.5-2 MW,T3,mono-Si,PERC,Ground,FALSE
sensor,0.61,-1.23,2.74,3,0.5-2 MW,T3,mono-Si,PERC,Ground,FALSE
sensor,0.72,-0.43,1.93,3,0.5-2 MW,T3,mono-Si,PERC,Ground,FALSE
sensor,-1.24,-1.72,-0.74,3,> 2 MW,T4,mono-Si,Al-BSF,Ground,FALSE
sensor,-1.7,-2.35,-1.17,3,> 2 MW,T4,mono-Si,Al-BSF,Ground,FALSE
sensor,-1.42,-2,-0.8,3,> 2 MW,T4,mono-Si,Al-BSF,Ground,FALSE
sensor,-1.6,-2.25,-1.05,3,> 2 MW,T4,mono-Si,Al-BSF,Ground,FALSE
sensor,-1.88,-2.36,-1.47,3,> 2 MW,T4,mono-Si,Al-BSF,Ground,FALSE
sensor,-1.55,-2.13,-1.13,3,> 2 MW,T4,mono-Si,Al-BSF,Ground,FALSE
sensor,-1.05,-1.65,-0.33,3,> 2 MW,T4,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.83,-1.53,-0.39,3,> 2 MW,T4,mono-Si,Al-BSF,Ground,FALSE
sensor,-0.25,-0.6,-0.04,3,> 2 MW,T5,multi-Si,Al-BSF,Ground,TRUE
sensor,-0.2,-0.51,0.14,3,> 2 MW,T5,multi-Si,Al-BSF,Ground,TRUE
sensor,0.42,0.09,0.66,3,> 2 MW,T5,multi-Si,Al-BSF,Ground,TRUE
sensor,-1,-1.2,-0.83,3,> 2 MW,T5,multi-Si,Al-BSF,Ground,TRUE
sensor,-1.08,-1.45,-0.78,9,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
nsrdb,-0.86,-1.46,-0.1,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.38,-2.24,-0.66,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.74,-1.54,-0.14,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.73,-1.36,0.11,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.26,-2.14,-0.63,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.8,-1.13,-0.41,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.76,-1.11,-0.37,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.69,-1.12,-0.33,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.55,-2.38,-0.77,4,> 2 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,-2.08,-2.77,-1.31,4,> 2 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,-2.16,-3.05,-1.53,4,> 2 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,-2.55,-3.7,-1.71,4,> 2 MW,T3,multi-Si,Al-BSF,Roof,FALSE
nsrdb,-1.55,-1.89,-1.21,3,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
nsrdb,-0.47,-1.04,0.22,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
nsrdb,-1.31,-1.69,-0.91,4,< 0.5 MW,T5,mono-Si,Al-BSF,Roof,FALSE
sensor,0.73,0.32,1.01,7,< 0.5 MW,T4,Unknown,Unknown,Roof,FALSE
nsrdb,-0.51,-1.44,0.49,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.34,-1.28,0.74,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.08,-1.25,1.03,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.36,-1.39,0.49,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.18,-1.17,0.7,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.97,-2.02,0.15,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.17,-1.45,0.78,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.06,-1.14,0.74,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.39,-1.14,0.93,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.27,-1.08,0.94,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-1.27,-2.26,0.1,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.39,-1.32,1,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.35,-1.46,0.69,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-1.36,-2.68,-0.54,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.84,-1.89,-0.04,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.19,-1.23,1.01,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.69,-1.62,0.36,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.33,-1.17,1.01,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.26,-1.22,0.69,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.54,-1.44,0.4,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.13,-1.27,0.75,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.61,-2.02,0.32,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.54,-1.42,0.31,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.67,-1.76,0.27,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.68,-1.18,0.69,3,0.5-2 MW,T3,mono-Si,Al-BSF,Parking,FALSE
sensor,-2.08,-2.57,-1.58,5,0.5-2 MW,T5,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.75,-1.28,-0.19,5,0.5-2 MW,T5,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.43,-0.93,0.16,5,0.5-2 MW,T5,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.86,-1.21,-0.42,5,0.5-2 MW,T5,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.8,-1.18,0.01,5,0.5-2 MW,T5,multi-Si,Al-BSF,Ground,FALSE
sensor,-1,-1.39,-0.48,5,0.5-2 MW,T5,multi-Si,Al-BSF,Ground,FALSE
