..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_10.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=10/system_1430__date_2008_12_10.snappy.000.parquet,1771387327.1694856
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_11.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=11/system_1430__date_2008_12_11.snappy.000.parquet,1771387327.4275694
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_12.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=12/system_1430__date_2008_12_12.snappy.000.parquet,1771387327.6286318
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_13.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=13/system_1430__date_2008_12_13.snappy.000.parquet,1771387327.8814008
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_14.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=14/system_1430__date_2008_12_14.snappy.000.parquet,1771387328.1058977
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_15.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=15/system_1430__date_2008_12_15.snappy.000.parquet,1771387328.3378353
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_16.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=16/system_1430__date_2008_12_16.snappy.000.parquet,1771387328.5588863
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_17.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=17/system_1430__date_2008_12_17.snappy.000.parquet,1771387328.785636
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_18.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=18/system_1430__date_2008_12_18.snappy.000.parquet,1771387328.9955342
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_19.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=19/system_1430__date_2008_12_19.snappy.000.parquet,1771387329.2119145
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_20.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=20/system_1430__date_2008_12_20.snappy.000.parquet,1771387329.4625497
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_21.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=21/system_1430__date_2008_12_21.snappy.000.parquet,1771387329.6664698
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_22.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=22/system_1430__date_2008_12_22.snappy.000.parquet,1771387329.8683417
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_23.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=23/system_1430__date_2008_12_23.snappy.000.parquet,1771387330.0710795
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_24.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=24/system_1430__date_2008_12_24.snappy.000.parquet,1771387330.287897
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_25.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=25/system_1430__date_2008_12_25.snappy.000.parquet,1771387330.5444975
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_26.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=26/system_1430__date_2008_12_26.snappy.000.parquet,1771387330.8246405
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_27.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=27/system_1430__date_2008_12_27.snappy.000.parquet,1771387331.0310936
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_28.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=28/system_1430__date_2008_12_28.snappy.000.parquet,1771387331.2864435
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_29.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=29/system_1430__date_2008_12_29.snappy.000.parquet,1771387331.5009723
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_30.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=30/system_1430__date_2008_12_30.snappy.000.parquet,1771387331.7164896
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_31.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=31/system_1430__date_2008_12_31.snappy.000.parquet,1771387331.93341
..\..\data\raw\systems\parquet\1430\system_1430__date_2008_12_09.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2008/month=12/day=9/system_1430__date_2008_12_09.snappy.000.parquet,1771387332.1885152
..\..\data\raw\systems\parquet\1430\system_1430__date_2009_01_01.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2009/month=1/day=1/system_1430__date_2009_01_01.snappy.000.parquet,1771387332.4041445
..\..\data\raw\systems\parquet\1430\system_1430__date_2009_01_10.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2009/month=1/day=10/system_1430__date_2009_01_10.snappy.000.parquet,1771387332.6184146
..\..\data\raw\systems\parquet\1430\system_1430__date_2009_01_11.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2009/month=1/day=11/system_1430__date_2009_01_11.snappy.000.parquet,1771387332.8235285
..\..\data\raw\systems\parquet\1430\system_1430__date_2009_01_12.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2009/month=1/day=12/system_1430__date_2009_01_12.snappy.000.parquet,1771387333.0396547
..\..\data\raw\systems\parquet\1430\system_1430__date_2009_01_13.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2009/month=1/day=13/system_1430__date_2009_01_13.snappy.000.parquet,1771387333.2614598
..\..\data\raw\systems\parquet\1430\system_1430__date_2009_01_14.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2009/month=1/day=14/system_1430__date_2009_01_14.snappy.000.parquet,1771387333.5109541
..\..\data\raw\systems\parquet\1430\system_1430__date_2009_01_15.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2009/month=1/day=15/system_1430__date_2009_01_15.snappy.000.parquet,1771387333.733129
..\..\data\raw\systems\parquet\1430\system_1430__date_2009_01_16.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2009/month=1/day=16/system_1430__date_2009_01_16.snappy.000.parquet,1771387333.9495394
..\..\data\raw\systems\parquet\1430\system_1430__date_2009_01_17.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2009/month=1/day=17/system_1430__date_2009_01_17.snappy.000.parquet,1771387334.1656153
..\..\data\raw\systems\parquet\1430\system_1430__date_2009_01_18.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2009/month=1/day=18/system_1430__date_2009_01_18.snappy.000.parquet,1771387334.3725657
..\..\data\raw\systems\parquet\1430\system_1430__date_2009_01_19.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2009/month=1/day=19/system_1430__date_2009_01_19.snappy.000.parquet,1771387334.6515515
..\..\data\raw\systems\parquet\1430\system_1430__date_2009_01_02.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2009/month=1/day=2/system_1430__date_2009_01_02.snappy.000.parquet,1771387334.8585985
..\..\data\raw\systems\parquet\1430\system_1430__date_2009_01_20.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2009/month=1/day=20/system_1430__date_2009_01_20.snappy.000.parquet,1771387335.0801275
..\..\data\raw\systems\parquet\1430\system_1430__date_2009_01_21.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2009/month=1/day=21/system_1430__date_2009_01_21.snappy.000.parquet,1771387335.283425
..\..\data\raw\systems\parquet\1430\system_1430__date_2009_01_22.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2009/month=1/day=22/system_1430__date_2009_01_22.snappy.000.parquet,1771387335.4946945
..\..\data\raw\systems\parquet\1430\system_1430__date_2009_01_23.snappy.000.parquet,pvdaq/parquet/pvdata/system_id=1430/year=2009/month=1/day=23/system_1430__date_2009_01_23.snappy.000.parquet,1771387335.6996722
